"","UniProtID","Selaginella moellendorffii","Amborella trichopoda","Dioscorea rotundata","Musa acuminata","Zea mays","Sorghum bicolor","Setaria italica","Leersia perrieri","Oryza barthii","Oryza meridionalis","Oryza glumaepatula","Oryza glaberrima","Oryza punctata","O. Sativa","Oryza indica","Oryza nivara","Oryza brachyantha","Oryza rufipogon","Oryza longistaminata","Brachypodium distachyon","Aegilops tauschii","Triticum dicoccoides","Triticum urartu","Triticum aestivum","Hordeum vulgare","Beta vulgaris","Nicotiana attenuata","Solanum lycopersicum","Solanum tuberosum","Helianthus annuus","Daucus carota","Vitis vinifera","Lupinus angustifolius","Trifolium pratense","Medicago truncatula","Vigna radiata","Vigna angularis","Phaseolus vulgaris","Glycine max","Prunus persica","Manihot esculenta","Populus trichocarpa","Cucumis sativus","Brassica oleracea","Brassica rapa","Brassica napus","Arabidopsis lyrata","Arabidopsis thaliana","Arabidopsis halleri","Corchorus capsularis","Gossypium raimondii","Theobroma cacao","Physcomitrella patens","Ostreococcus lucimarinus","Chlamydomonas reinhardtii","Galdieria sulphuraria","Cyanidioschyzon merolae","Chondrus crispus"
"11","Q43007","SELMODRAFT_165923,SELMODRAFT_186850,SELMODRAFT_231070,SELMODRAFT_267774,SELMODRAFT_441825,SELMODRAFT_82084","AMTR_s00078p00051300","Dr08080","GSMUA_Achr7G10170_001","Zm00001d008727,Zm00001d039670","SORBI_3003G050400,SORBI_3008G183400","SETIT_000337mg","LPERR01G04400","OBART01G04700",NA,"OGLUM01G05130","ORGLA01G0043200","OPUNC01G04500","OS01G0172400","BGIOSGA002291","ONIVA01G05180",NA,"ORUFI01G04930","KN538969.1_FG009","BRADI_2g04480v3","AET3Gv20283800","TRIDC3AG016260,TRIDC3BG021150","TRIUR3_09822","TraesCS3A02G130000,TraesCS3B02G149100,TraesCS3D02G130900","HORVU3Hr1G024530","BVRB_9g219660","A4A49_12233,A4A49_40506","Solyc03g116620.3,Solyc06g068090.3","PGSC0003DMG400000614,PGSC0003DMG400028539","HannXRQ_Chr04g0096851,HannXRQ_Chr06g0169211,HannXRQ_Chr10g0302351","DCAR_016258,DCAR_021333,DCAR_025506","VIT_09s0002g06760","TanjilG_04360,TanjilG_16298,TanjilG_18197,TanjilG_20336,TanjilG_21213","Tp57577_TGAC_v2_gene37287,Tp57577_TGAC_v2_gene38662","MTR_2g103730,MTR_4g010650","vigra.VC1973A.gnm6.ann1.Vradi05g16510,vigra.VC1973A.gnm6.ann1.Vradi09g00740","LR48_Vigan05g219900,LR48_Vigan05g220000,LR48_Vigan406s011000","PHAVU_005G177200g,PHAVU_005G177300g,PHAVU_010G155000g","GLYMA_07G031100,GLYMA_08G211700,GLYMA_13G364900,GLYMA_15G008400,GLYMA_15G008500","PRUPE_3G084800","MANES_04G113900,MANES_11G055100","POPTR_001G193000v3,POPTR_003G032800v3","Csa_4G004970,Csa_7G432600","Bo1g126040,Bo3g180990,Bo5g126670,Bo6g039560","Bra021132,Bra027209,Bra030375,Bra040960","GSBRNA2T00018169001,GSBRNA2T00029750001,GSBRNA2T00044672001,GSBRNA2T00087615001,GSBRNA2T00104955001,GSBRNA2T00147176001","Al_scaffold_0001_4681,fgenesh2_kg.3__1730__AT3G15730.1","AT1G52570,AT3G15730","g06650,g15128","CCACVL1_27885","B456_010G225600,B456_011G083000","TCM_027158","Pp3c10_8450,Pp3c20_14190,Pp3c20_14280,Pp3c23_8920,Pp3c8_7870",NA,NA,NA,NA,"CHC_T00005313001,CHC_T00010222001"
"12","Q9AWL7",NA,NA,NA,"GSMUA_Achr10G27330_001,GSMUA_Achr7G09770_001","Zm00001d008826,Zm00001d039589","SORBI_3003G040900","SETIT_000107mg","LPERR01G05030","OBART01G05380","OMERI01G05530","OGLUM01G05830",NA,"OPUNC01G05160","OS01G0182600","BGIOSGA002246","ONIVA01G06070","OB01G15220","ORUFI01G05750","KN541104.1_FG001","BRADI_2g05226v3","AET3Gv20255500","TRIDC3AG014420,TRIDC3BG018910","TRIUR3_30834","TraesCS3A02G116300,TraesCS3B02G135400,TraesCS3D02G118200","HORVU3Hr1G021140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Q0JQ41","SELMODRAFT_103062,SELMODRAFT_136490","AMTR_s00104p00089460",NA,"GSMUA_Achr10G28250_001,GSMUA_Achr7G08820_001","Zm00001d008827","SORBI_3003G040700","SETIT_001306mg",NA,"OBART05G20080",NA,NA,"ORGLA01G0049900","OPUNC01G05210","OS01G0183000","BGIOSGA002898",NA,"OB01G15260",NA,NA,"BRADI_2g05250v3","AET3Gv20254600","TRIDC3AG014350,TRIDC3BG018850","TRIUR3_08817,TRIUR3_11174","TraesCS3A02G115900,TraesCS3B02G135000,TraesCS3D02G117800","HORVU3Hr1G021080","BVRB_1g012240,BVRB_2g042040,BVRB_2g042060","A4A49_16895",NA,"PGSC0003DMG400021130,PGSC0003DMG400025081","HannXRQ_Chr01g0005511,HannXRQ_Chr05g0162451,HannXRQ_Chr10g0278661","DCAR_014319,DCAR_032125","VIT_13s0084g00150,VIT_18s0157g00190","TanjilG_02031,TanjilG_02832,TanjilG_04732,TanjilG_06673,TanjilG_21370,TanjilG_25720","Tp57577_TGAC_v2_gene17046,Tp57577_TGAC_v2_gene19705,Tp57577_TGAC_v2_gene7057","MTR_1g097850,MTR_3g013430,MTR_6g039820,MTR_8g041330","vigra.VC1973A.gnm6.ann1.Vradi0247s00030,vigra.VC1973A.gnm6.ann1.Vradi06g08960,vigra.VC1973A.gnm6.ann1.Vradi08g17690","LR48_Vigan02g199300,LR48_Vigan05g076300,LR48_Vigan10g146400,LR48_Vigan528s000600","PHAVU_004G089000g,PHAVU_005G017000g,PHAVU_007G083800g,PHAVU_011G197100g","GLYMA_02G078500,GLYMA_10G221200,GLYMA_13G189900,GLYMA_20G170300","PRUPE_2G044500,PRUPE_8G041800","MANES_02G183800,MANES_11G008100","POPTR_001G032000v3,POPTR_002G063700v3,POPTR_003G193000v3,POPTR_005G197500v3","Csa_5G626030,Csa_7G291720","Bo6g046520,Bo6g113160,Bo6g118630,Bo9g085810","Bra015921,Bra016126,Bra028032,Bra038369","GSBRNA2T00085572001,GSBRNA2T00091992001,GSBRNA2T00102486001,GSBRNA2T00102715001,GSBRNA2T00103209001,GSBRNA2T00103527001,GSBRNA2T00118799001,GSBRNA2T00156447001","Al_scaffold_0001_3492,scaffold_202084.1,scaffold_202374.1,scaffold_603301.1","AT1G71697,AT1G74320,AT4G09760","g00973,g03914,g18579","CCACVL1_14757,CCACVL1_23710","B456_009G259200,B456_009G286400,B456_010G133400,B456_011G221600","TCM_035745,TCM_044748","Pp3c25_8670",NA,NA,NA,NA,NA
"14","Q9LG86",NA,"AMTR_s00056p00143320",NA,"GSMUA_Achr3G16300_001,GSMUA_AchrUn_randomG03520_001","Zm00001d039513","SORBI_3003G035700","SETIT_002618mg","LPERR01G05440","OBART01G05770","OMERI01G06020","OGLUM01G06320","ORGLA01G0054300","OPUNC01G05610","OS01G0190300","BGIOSGA002927","ONIVA01G06620","OB01G15690","ORUFI01G06310",NA,"BRADI_2g05650v3","AET3Gv20237600","TRIDC3AG013310,TRIDC3BG017790","TRIUR3_31949","TraesCS3A02G108400,TraesCS3B02G127400,TraesCS3D02G110200","HORVU3Hr1G019750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Q9FU17",NA,"AMTR_s00036p00235090",NA,"GSMUA_Achr10G27570_001,GSMUA_Achr4G30870_001","Zm00001d039487","SORBI_3003G033900","SETIT_001369mg","LPERR01G05650","OBART01G05940",NA,"OGLUM01G06500","ORGLA01G0056400","OPUNC01G05760","OS01G0192900","BGIOSGA002212","ONIVA01G06880","OB01G15900","ORUFI01G06510","KN538755.1_FG002","BRADI_2g05790v3","AET3Gv20234700","TRIDC3AG013130,TRIDC3BG017580","TRIUR3_32631","TraesCS3A02G106600,TraesCS3B02G125200,TraesCS3D02G108700","HORVU3Hr1G019430","BVRB_004720","A4A49_01583","Solyc07g026900.1,Solyc12g008740.1","PGSC0003DMG400000284,PGSC0003DMG400017039","HannXRQ_Chr04g0110221,HannXRQ_Chr06g0178631,HannXRQ_Chr10g0319091","DCAR_028614","VIT_11s0016g02560","TanjilG_05671,TanjilG_11340,TanjilG_18266,TanjilG_30261","Tp57577_TGAC_v2_gene22816,Tp57577_TGAC_v2_gene25484","MTR_6g091760,MTR_8g101750,MTR_8g101820","vigra.VC1973A.gnm6.ann1.Vradi01g03220,vigra.VC1973A.gnm6.ann1.Vradi07g28940","LR48_Vigan10g003800,LR48_Vigan11g090800","PHAVU_002G305000g,PHAVU_004G172300g","GLYMA_01G003900,GLYMA_05G223000,GLYMA_07G128000,GLYMA_08G030100","PRUPE_7G213800,PRUPE_7G213900","MANES_03G030800,MANES_16G104400","POPTR_006G149600v3,POPTR_018G067000v3","Csa_1G580750","Bo1g043020,Bo7g110760","Bra019117,Bra026456","GSBRNA2T00011603001,GSBRNA2T00075298001,GSBRNA2T00149583001,GSBRNA2T00154577001,GSBRNA2T00157477001","fgenesh2_kg.7__1625__AT4G26200.1","AT4G26200","g10199","CCACVL1_20600","B456_001G010700,B456_009G030500","TCM_037704",NA,NA,NA,NA,NA,NA
"16","Q9FDY4","SELMODRAFT_135647,SELMODRAFT_88313","AMTR_s00036p00114630","Dr01446","GSMUA_Achr2G16670_001,GSMUA_Achr6G00950_001,GSMUA_Achr7G09190_001","Zm00001d039469","SORBI_3003G032000","SETIT_000814mg","LPERR01G05730","OBART01G06020","OMERI01G06210","OGLUM01G06590","ORGLA01G0057300","OPUNC01G05860","OS01G0194300","BGIOSGA002207","ONIVA01G06980","OB01G16000","ORUFI01G06610","KN538748.1_FG011","BRADI_2g05870v3","AET3Gv20232400,AET3Gv20232700","TRIDC3AG012960,TRIDC3BG017420,TRIDC7AG001960","TRIUR3_27950","TraesCS3A02G105400,TraesCS3B02G123800,TraesCS3D02G107500,TraesCS4A02G470500,TraesCS7D02G019000","HORVU3Hr1G019230","BVRB_8g199180",NA,"Solyc07g040690.3",NA,"HannXRQ_Chr12g0354641",NA,"VIT_11s0016g01990",NA,NA,"MTR_2g039880",NA,NA,NA,"GLYMA_09G064700","PRUPE_7G206800","MANES_16G100600","POPTR_006G148100v3",NA,"Bo1g041900,Bo8g051200","Bra013950","GSBRNA2T00094211001,GSBRNA2T00149593001,GSBRNA2T00157495001",NA,"AT1G64280","g32104","CCACVL1_20653","B456_004G284300","TCM_037633","Pp3c19_7560",NA,NA,NA,NA,NA
"17","Q94IW5","SELMODRAFT_157387,SELMODRAFT_182839","AMTR_s00002p00244980,AMTR_s00064p00042840",NA,"GSMUA_Achr10G27520_001,GSMUA_Achr2G16740_001,GSMUA_Achr7G09630_001,GSMUA_Achr9G28740_001","Zm00001d039453","SORBI_3003G030600","SETIT_0011302mg",NA,"OBART01G06210",NA,"OGLUM01G06780","ORGLA01G0058700,ORGLA08G0200200","OPUNC01G05980","OS01G0197100","BGIOSGA002945","ONIVA01G07210","OB01G16190","ORUFI01G06750","KN538748.1_FG007","BRADI_2g05980v3","AET3Gv20228200","TRIDC3AG012660,TRIDC3BG017010","TRIUR3_13252","TraesCS3A02G103800,TraesCS3B02G121200,TraesCS3D02G106100","HORVU3Hr1G018860","BVRB_6g129580,BVRB_7g176680","A4A49_23389,A4A49_35956","Solyc02g084740.3,Solyc03g121510.3","PGSC0003DMG400003536","HannXRQ_Chr10g0313081,HannXRQ_Chr12g0360611,HannXRQ_Chr16g0530811","DCAR_016166,DCAR_017319","VIT_04s0023g02650,VIT_09s0002g02080","TanjilG_22829,TanjilG_30056","Tp57577_TGAC_v2_gene2358,Tp57577_TGAC_v2_gene2364,Tp57577_TGAC_v2_gene33361,Tp57577_TGAC_v2_gene7931","MTR_5g021220,MTR_8g016180,MTR_8g076510","vigra.VC1973A.gnm6.ann1.Vradi09g01930","LR48_Vigan01g181200,LR48_Vigan06g050300,LR48_Vigan1082s000600","PHAVU_002G167400g,PHAVU_003G258400g,PHAVU_010G139600g","GLYMA_01G170000,GLYMA_02G051600,GLYMA_07G010700,GLYMA_08G193900,GLYMA_11G073300","PRUPE_3G050900,PRUPE_7G162900","MANES_02G099000,MANES_11G027200","POPTR_001G200100v3,POPTR_003G035900v3,POPTR_003G038200v3,POPTR_007G018400v3","Csa_3G848830,Csa_6G504590,Csa_7G451390","Bo1g005700,Bo1g134950,Bo5g132180,Bo7g117920","Bra011678,Bra017757,Bra021505,Bra027405","GSBRNA2T00004099001,GSBRNA2T00023861001,GSBRNA2T00027603001,GSBRNA2T00043864001,GSBRNA2T00064081001,GSBRNA2T00104718001,GSBRNA2T00121476001,GSBRNA2T00131024001","Al_scaffold_0180_2,fgenesh1_pm.C_scaffold_3001168,fgenesh2_kg.7__432__AT4G36380.1","AT3G13730,AT4G36380","g03086,g06896","CCACVL1_18648,CCACVL1_26104","B456_003G012100,B456_007G199100,B456_009G140600","TCM_000287,TCM_029010",NA,NA,NA,NA,NA,NA
"18","Q40704",NA,"AMTR_s00021p00254030","Dr04255,Dr09353","GSMUA_Achr10G14160_001,GSMUA_Achr10G21480_001,GSMUA_Achr5G06590_001,GSMUA_Achr6G14760_001","Zm00001d008882,Zm00001d039434","SORBI_3003G027000","SETIT_003375mg","LPERR01G06160","OBART01G06520","OMERI01G06630","OGLUM01G07510","ORGLA01G0061900","OPUNC01G06300","OS01G0201700","BGIOSGA002179","ONIVA01G08650","OB01G16550","ORUFI01G07080",NA,"BRADI_2g06330v3","AET3Gv20300900","TRIDC3AG017280,TRIDC3BG022340","TRIUR3_34584","TraesCS3A02G314300,TraesCS3B02G157500,TraesCS3D02G140200","HORVU3Hr1G026650","BVRB_8g188310","A4A49_22632","Solyc02g071730.3,Solyc07g055920.3","PGSC0003DMG400017295,PGSC0003DMG400028442","HannXRQ_Chr01g0007431,HannXRQ_Chr05g0147261,HannXRQ_Chr16g0519321",NA,"VIT_10s0003g02070,VIT_12s0142g00360","TanjilG_05280,TanjilG_19040,TanjilG_29632","Tp57577_TGAC_v2_gene6763","MTR_2g017865,MTR_3g452380,MTR_8g087860","vigra.VC1973A.gnm6.ann1.Vradi07g19770,vigra.VC1973A.gnm6.ann1.Vradi10g02120,vigra.VC1973A.gnm6.ann1.Vradi10g09690","LR48_Vigan01g039300,LR48_Vigan07g018500,LR48_Vigan09g089000","PHAVU_002G243200g,PHAVU_006G034300g,PHAVU_006G169600g","GLYMA_02G287700,GLYMA_05G163200,GLYMA_08G120600,GLYMA_08G310100,GLYMA_13G223300,GLYMA_15G088600,GLYMA_18G105800","PRUPE_3G170600,PRUPE_4G070500","MANES_01G128500,MANES_02G085500,MANES_15G115500,MANES_17G062000","POPTR_004G064300v3,POPTR_011G075800v3","Csa_1G467100,Csa_6G177190","Bo1g020110,Bo3g157480,Bo4g108190,Bo6g076090,Bo8g092930","Bra003356,Bra004716,Bra007419,Bra012564,Bra013364,Bra014552","GSBRNA2T00001530001,GSBRNA2T00071148001,GSBRNA2T00092647001,GSBRNA2T00098954001,GSBRNA2T00105875001,GSBRNA2T00106627001,GSBRNA2T00107731001,GSBRNA2T00110351001,GSBRNA2T00131396001,GSBRNA2T00132708001,GSBRNA2T00149118001,GSBRNA2T00155673001","fgenesh1_pm.C_scaffold_4002019,fgenesh2_kg.5__2325__AT3G58780.1,scaffold_702516.1","AT2G42830,AT3G58780,AT4G18960","g15380,g16509,g17370",NA,"B456_011G035500,B456_012G042600,B456_N017200","TCM_001841,TCM_029596",NA,NA,NA,NA,NA,NA
"19","Q0JPT4",NA,"AMTR_s00170p00061300",NA,NA,"Zm00001d039439","SORBI_3003G026300","SETIT_000892mg","LPERR01G06210","OBART01G06590","OMERI01G06700","OGLUM01G07580",NA,"OPUNC01G06370","OS01G0203000","BGIOSGA002172",NA,"OB01G16610","ORUFI01G07130","KN538747.1_FG036","BRADI_2g06400v3","AET3Gv20298900","TRIDC3AG017440,TRIDC3BG022230",NA,"TraesCS3A02G139000,TraesCS3B02G156600,TraesCS3D02G139300","HORVU3Hr1G026420","BVRB_8g201060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Q0JPS3","SELMODRAFT_159063,SELMODRAFT_163279,SELMODRAFT_186226,SELMODRAFT_451471","AMTR_s00170p00028260","Dr01306,Dr06387","GSMUA_Achr3G15420_001,GSMUA_Achr3G31520_001,GSMUA_Achr4G02690_001,GSMUA_Achr4G15220_001,GSMUA_Achr7G25200_001,GSMUA_Achr8G27330_001,GSMUA_Achr9G06360_001","Zm00001d008893,Zm00001d039407","SORBI_3003G024800","SETIT_001682mg","LPERR01G06340","OBART01G45990","OMERI01G06780","OGLUM01G07740",NA,"OPUNC01G06540","OS01G0205700","BGIOSGA002161","ONIVA01G08930","OB01G16760","ORUFI01G07330","KN539836.1_FG004","BRADI_2g06490v3","AET3Gv20295400","TRIDC3AG017730,TRIDC3BG021860","TRIUR3_28457","TraesCS3A02G136500,TraesCS3D02G137200","HORVU3Hr1G026020","BVRB_8g181040,BVRB_9g209060","A4A49_18005,A4A49_59632,A4A49_63060","Solyc02g072300.3,Solyc03g006070.3,Solyc06g082640.3,Solyc07g055200.3,Solyc10g037910.2","PGSC0003DMG400020436,PGSC0003DMG400026744,PGSC0003DMG400028428","HannXRQ_Chr04g0115771,HannXRQ_Chr11g0341851,HannXRQ_Chr12g0357811,HannXRQ_Chr15g0480751","DCAR_002035,DCAR_007939","VIT_10s0003g01480,VIT_12s0028g01810","TanjilG_02986,TanjilG_06550,TanjilG_11420,TanjilG_21635,TanjilG_24244,TanjilG_31851","Tp57577_TGAC_v2_gene19980,Tp57577_TGAC_v2_gene30038","MTR_2g016490,MTR_2g083940","vigra.VC1973A.gnm6.ann1.Vradi0023s00370,vigra.VC1973A.gnm6.ann1.Vradi0161s00420,vigra.VC1973A.gnm6.ann1.Vradi02g09620,vigra.VC1973A.gnm6.ann1.Vradi05g10430,vigra.VC1973A.gnm6.ann1.Vradi10g09990","LR48_Vigan01g045600,LR48_Vigan04g222800,LR48_Vigan05g140600,LR48_Vigan08g089100,LR48_Vigan09g232500","PHAVU_002G239600g,PHAVU_005G094100g,PHAVU_009G089900g,PHAVU_011G128000g","GLYMA_13G224300","PRUPE_3G115200,PRUPE_4G064700","MANES_02G088500,MANES_17G057800","POPTR_004G059000v3,POPTR_011G068600v3","Csa_6G157100,Csa_6G519650","Bo1g019860,Bo3g157270,Bo4g053770,Bo4g173750,Bo7g106220","Bra012581,Bra013341,Bra018285,Bra020994,Bra021685","GSBRNA2T00007602001,GSBRNA2T00007950001,GSBRNA2T00036381001,GSBRNA2T00043863001,GSBRNA2T00048587001,GSBRNA2T00055928001,GSBRNA2T00056795001,GSBRNA2T00089574001,GSBRNA2T00105053001,GSBRNA2T00107771001,GSBRNA2T00131365001","fgenesh2_kg.1__610__AT1G06390.1,scaffold_401613.1,scaffold_702548.1","AT1G06390,AT2G30980,AT4G18710","g02284,g15354,g25751","CCACVL1_11122,CCACVL1_15846","B456_006G089300,B456_006G089400,B456_010G241600","TCM_001738,TCM_029670","Pp3c12_11200,Pp3c13_8870,Pp3c26_3170,Pp3c26_3360,Pp3c3_11010,Pp3c4_23360,Pp3c4_23480","OSTLU_49296","CHLRE_12g511850v5","Gasu_12710",NA,NA
"21","Q8LRJ3",NA,NA,NA,NA,"Zm00001d009146,Zm00001d040697","SORBI_3003G151600","SETIT_001467mg","LPERR01G12330",NA,NA,"OGLUM01G07830","ORGLA11G0023200","OPUNC01G13300","OS01G0207300",NA,"ONIVA01G09020","OB01G23310",NA,NA,"BRADI_2g12150v3,BRADI_2g12160v3","AET2Gv20070000,AET3Gv20448900,AET6Gv20643500","TRIDC3AG028000,TRIDC3BG033520,TRIDC6AG038200,TRIDC6AG038210,TRIDC6BG045180,TRIDC6BG045190","TRIUR3_22199,TRIUR3_27001,TRIUR3_32466","TraesCS2D02G042300,TraesCS3A02G195300,TraesCS3B02G228500,TraesCS3D02G198600,TraesCS6A02G247900,TraesCS6A02G248000,TraesCS6B02G276700,TraesCS6B02G276800,TraesCS6D02G230000,TraesCS6D02G230100","HORVU6Hr1G063490,HORVU6Hr1G063540,HORVU6Hr1G063560,HORVU6Hr1G063570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bo4g005720","Bra041036","GSBRNA2T00064719001,GSBRNA2T00132973001",NA,NA,NA,NA,NA,NA,"Pp3c19_3060,Pp3c22_12780,Pp3c22_12800,Pp3c22_12850","OSTLU_27381,OSTLU_47517","CHLRE_06g250200v5","Gasu_62290",NA,NA
"22","Q5QNB8",NA,NA,NA,"GSMUA_Achr4G15130_001",NA,NA,NA,"LPERR01G06560","OBART01G06940","OMERI01G06950","OGLUM01G07920",NA,"OPUNC01G06680","OS01G0209200","BGIOSGA002981","ONIVA05G24450","OB01G16930","ORUFI01G07510","KN539673.1_FG006",NA,NA,NA,NA,NA,NA,"BVRB_8g180840,BVRB_9g210330","A4A49_18390,A4A49_22012,A4A49_59932","Solyc07g053260.3,Solyc12g010860.2","PGSC0003DMG400007807,PGSC0003DMG400020425","HannXRQ_Chr08g0217491","DCAR_021021,DCAR_021289","VIT_10s0003g01240,VIT_19s0014g01420","TanjilG_16481,TanjilG_17800,TanjilG_19675,TanjilG_20354,TanjilG_24233,TanjilG_29826,TanjilG_31843","Tp57577_TGAC_v2_gene11545,Tp57577_TGAC_v2_gene11743,Tp57577_TGAC_v2_gene19384,Tp57577_TGAC_v2_gene24375","MTR_2g015980,MTR_2g076960,MTR_2g091225,MTR_8g086270","vigra.VC1973A.gnm6.ann1.Vradi0023s00830,vigra.VC1973A.gnm6.ann1.Vradi0161s00340,vigra.VC1973A.gnm6.ann1.Vradi05g23070","LR48_Vigan01g047500,LR48_Vigan05g138700,LR48_Vigan05g159200","PHAVU_002G238300g,PHAVU_005G0666001g,PHAVU_005G095500g","GLYMA_05G158100,GLYMA_08G115800,GLYMA_12G210400,GLYMA_12G229200,GLYMA_13G270600,GLYMA_13G290900","PRUPE_3G121100,PRUPE_4G061000","MANES_01G133100,MANES_02G091000,MANES_15G093600",NA,"Csa_7G048090",NA,NA,NA,NA,NA,"g17340","CCACVL1_04029,CCACVL1_15811","B456_009G162800","TCM_001703,TCM_029703",NA,"OSTLU_27977,OSTLU_6675",NA,"Gasu_59170",NA,NA
"23","Q5NAZ7",NA,NA,NA,NA,"Zm00001d008957,Zm00001d039345,Zm00001d039346","SORBI_3003G015000,SORBI_3003G015100","SETIT_000531mg,SETIT_003893mg,SETIT_004032mg","LPERR01G07160",NA,"OMERI01G07530","OGLUM01G08700","ORGLA01G0067000","OPUNC01G07310","OS01G0221100","BGIOSGA002109","ONIVA01G09800","OB01G17720","ORUFI01G08270","KN538689.1_FG022","BRADI_2g07227v3","AET3Gv20328800","TRIDC3AG019330,TRIDC3BG024600",NA,"TraesCS3A02G145300,TraesCS3B02G172400","HORVU3Hr1G029670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pp3c10_20960",NA,NA,NA,NA,NA
"24","Q9AWZ8",NA,NA,"Dr05126,Dr05127","GSMUA_Achr10G14700_001","Zm00001d008976","SORBI_3003G011800","SETIT_002048mg","LPERR01G07450",NA,NA,"OGLUM01G09020","ORGLA01G0070500","OPUNC01G07700","OS01G0225400","BGIOSGA002092","ONIVA01G10140","OB01G18110","ORUFI01G08650","KN538689.1_FG047","BRADI_2g07470v3","AET3Gv20340400","TRIDC3AG020240,TRIDC3BG030480","TRIUR3_12973","TraesCS3A02G150600,TraesCS3B02G177600,TraesCS3D02G158500","HORVU3Hr1G030620",NA,NA,NA,"PGSC0003DMG400018716",NA,NA,NA,NA,NA,"MTR_4g037305,MTR_4g037315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Q9AWZ7","SELMODRAFT_104329,SELMODRAFT_173629,SELMODRAFT_180289,SELMODRAFT_66137,SELMODRAFT_81343","AMTR_s00061p00198380,AMTR_s00061p00199330","Dr05126,Dr05127,Dr05129","GSMUA_Achr10G14700_001",NA,"SORBI_3003G011600,SORBI_3003G011700",NA,"LPERR01G07460","OBART01G07860","OMERI01G07860","OGLUM01G09030","ORGLA01G0070600","OPUNC01G07710","OS01G0225500","BGIOSGA002091","ONIVA01G10150","OB01G18120","ORUFI01G08660","KN538689.1_FG055",NA,NA,NA,NA,NA,NA,"BVRB_1g004000",NA,"Solyc09g007130.3","PGSC0003DMG400002011","HannXRQ_Chr17g0562171","DCAR_025214","VIT_15s0046g02170","TanjilG_28843","Tp57577_TGAC_v2_gene28287,Tp57577_TGAC_v2_gene37181","MTR_4g037245,MTR_4g037305,MTR_8g028555","vigra.VC1973A.gnm6.ann1.Vradi09g03940","LR48_Vigan11g028300","PHAVU_010G104900g","GLYMA_07G064600,GLYMA_09G254700,GLYMA_18G238300","PRUPE_2G177600","MANES_05G029300","POPTR_014G090500v3","Csa_7G338120","Bo6g077770,Bo8g096050","Bra003453,Bra007612","GSBRNA2T00004716001,GSBRNA2T00011685001,GSBRNA2T00025537001,GSBRNA2T00155426001","fgenesh2_kg.5__2630__AT3G61530.1,scaffold_403565.1","AT2G46110,AT3G61530","g05456,g09721","CCACVL1_21798","B456_004G041700,B456_004G160400","TCM_005259","Pp3c7_220","OSTLU_119531","CHLRE_12g508550v5","Gasu_13400",NA,"CHC_T00001868001"
"26","Q9SSX0",NA,"AMTR_s00109p00095870",NA,"GSMUA_Achr6G26750_001,GSMUA_Achr8G27380_001,GSMUA_Achr9G06320_001","Zm00001d037911","SORBI_3009G084100","SETIT_023210mg",NA,"OBART01G08150","OMERI01G08200","OGLUM01G09330","ORGLA01G0073600",NA,"OS01G0229400","BGIOSGA002078","ONIVA01G10710","OB01G18380","ORUFI01G08960","KN538989.1_FG001",NA,"AET3Gv20348900","TRIDC3AG020780,TRIDC3BG031100","TRIUR3_14198","TraesCS3A02G154600,TraesCS3B02G180900,TraesCS3D02G161900","HORVU3Hr1G052560","BVRB_8g196830","A4A49_07336","Solyc07g020800.3,Solyc12g007210.2","PGSC0003DMG400000304,PGSC0003DMG400008659","HannXRQ_Chr09g0239361,HannXRQ_Chr10g0318691",NA,"VIT_11s0016g03640","TanjilG_05893,TanjilG_30756","Tp57577_TGAC_v2_gene28417","MTR_6g087980","vigra.VC1973A.gnm6.ann1.Vradi01g03860","LR48_Vigan10g012700","PHAVU_004G166000g","GLYMA_07G084200,GLYMA_09G192700,GLYMA_20G072300","PRUPE_7G226500","MANES_03G023400,MANES_16G113500","POPTR_018G083400v3","Csa_1G696470,Csa_2G003580","Bo1g016970","Bra011072","GSBRNA2T00058150001,GSBRNA2T00123126001","scaffold_701358.1","AT4G28950","g04346,g17586",NA,"B456_009G026200,B456_010G073300","TCM_047093",NA,"OSTLU_41392",NA,"Gasu_25940",NA,"CHC_T00000146001"
