,Rice reference genes,Gene orthology projections on various plant species using Compara (30%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Q5VQG4,OS01G0170000,AET3Gv20201400,,,,,,BRADI_2g04310v3,,,,,,,,,,,,,,,HORVU3Hr1G016430,LPERR01G04180,,,,GSMUA_Achr6G08890_001,,OBART01G04520,OB01G14270,"ORGLA01G0041400,ORGLA11G0211000",OGLUM01G04940,BGIOSGA002302,KN538799.1_FG001,OMERI01G04460,ONIVA01G04980,OPUNC01G04310,ORUFI01G04710,,,,,PRUPE_5G169000,,SETIT_000380mg,,,SORBI_3003G052300,,Tp57577_TGAC_v2_gene33607,"TraesCS3A02G092800,TraesCS3B02G108000,TraesCS3D02G092900","TRIDC3AG011150,TRIDC3BG015040",TRIUR3_24841,,,,Zm00001d039685
 Q43007,OS01G0172400,AET3Gv20283800,AMTR_s00078p00051300,"g06650,g15128","Al_scaffold_0001_4681,fgenesh2_kg.3__1730__AT3G15730.1","AT1G52570,AT3G15730",BVRB_9g219660,BRADI_2g04480v3,"GSBRNA2T00018169001,GSBRNA2T00029750001,GSBRNA2T00044672001,GSBRNA2T00087615001,GSBRNA2T00104955001,GSBRNA2T00147176001","Bo1g126040,Bo3g180990,Bo5g126670,Bo6g039560","Bra021132,Bra027209,Bra030375,Bra040960",,"CHC_T00005313001,CHC_T00010222001",CCACVL1_27885,"Csa_4G004970,Csa_7G432600",,"DCAR_016258,DCAR_021333,DCAR_025506",Dr08080,,"GLYMA_07G031100,GLYMA_08G211700,GLYMA_13G364900,GLYMA_15G008400,GLYMA_15G008500","B456_010G225600,B456_011G083000","HannXRQ_Chr04g0096851,HannXRQ_Chr06g0169211,HannXRQ_Chr10g0302351",HORVU3Hr1G024530,LPERR01G04400,"TanjilG_04360,TanjilG_16298,TanjilG_18197,TanjilG_20336,TanjilG_21213","MANES_04G113900,MANES_11G055100","MTR_2g103730,MTR_4g010650",GSMUA_Achr7G10170_001,"A4A49_12233,A4A49_40506",OBART01G04700,,ORGLA01G0043200,OGLUM01G05130,BGIOSGA002291,KN538969.1_FG009,,ONIVA01G05180,OPUNC01G04500,ORUFI01G04930,,"PHAVU_005G177200g,PHAVU_005G177300g,PHAVU_010G155000g","Pp3c10_8450,Pp3c20_14190,Pp3c20_14280,Pp3c23_8920,Pp3c8_7870","POPTR_001G193000v3,POPTR_003G032800v3",PRUPE_3G084800,"SELMODRAFT_165923,SELMODRAFT_186850,SELMODRAFT_231070,SELMODRAFT_267774,SELMODRAFT_441825,SELMODRAFT_82084",SETIT_000337mg,"Solyc03g116620.3,Solyc06g068090.3","PGSC0003DMG400000614,PGSC0003DMG400028539","SORBI_3003G050400,SORBI_3008G183400",TCM_027158,"Tp57577_TGAC_v2_gene37287,Tp57577_TGAC_v2_gene38662","TraesCS3A02G130000,TraesCS3B02G149100,TraesCS3D02G130900","TRIDC3AG016260,TRIDC3BG021150",TRIUR3_09822,"LR48_Vigan05g219900,LR48_Vigan05g220000,LR48_Vigan406s011000","vigra.VC1973A.gnm6.ann1.Vradi05g16510,vigra.VC1973A.gnm6.ann1.Vradi09g00740",VIT_09s0002g06760,"Zm00001d008727,Zm00001d039670"
 Q9AWL7,OS01G0182600,AET3Gv20255500,,,,,,BRADI_2g05226v3,,,,,,,,,,,,,,,HORVU3Hr1G021140,LPERR01G05030,,,,"GSMUA_Achr10G27330_001,GSMUA_Achr7G09770_001",,OBART01G05380,OB01G15220,,OGLUM01G05830,BGIOSGA002246,KN541104.1_FG001,OMERI01G05530,ONIVA01G06070,OPUNC01G05160,ORUFI01G05750,,,,,,,SETIT_000107mg,,,SORBI_3003G040900,,,"TraesCS3A02G116300,TraesCS3B02G135400,TraesCS3D02G118200","TRIDC3AG014420,TRIDC3BG018910",TRIUR3_30834,,,,"Zm00001d008826,Zm00001d039589"
 Q0JQ41,OS01G0183000,AET3Gv20254600,AMTR_s00104p00089460,"g00973,g03914,g18579","Al_scaffold_0001_3492,scaffold_202084.1,scaffold_202374.1,scaffold_603301.1","AT1G71697,AT1G74320,AT4G09760","BVRB_1g012240,BVRB_2g042040,BVRB_2g042060",BRADI_2g05250v3,"GSBRNA2T00085572001,GSBRNA2T00091992001,GSBRNA2T00102486001,GSBRNA2T00102715001,GSBRNA2T00103209001,GSBRNA2T00103527001,GSBRNA2T00118799001,GSBRNA2T00156447001","Bo6g046520,Bo6g113160,Bo6g118630,Bo9g085810","Bra015921,Bra016126,Bra028032,Bra038369",,,"CCACVL1_14757,CCACVL1_23710","Csa_5G626030,Csa_7G291720",,"DCAR_014319,DCAR_032125",,,"GLYMA_02G078500,GLYMA_10G221200,GLYMA_13G189900,GLYMA_20G170300","B456_009G259200,B456_009G286400,B456_010G133400,B456_011G221600","HannXRQ_Chr01g0005511,HannXRQ_Chr05g0162451,HannXRQ_Chr10g0278661",HORVU3Hr1G021080,,"TanjilG_02031,TanjilG_02832,TanjilG_04732,TanjilG_06673,TanjilG_21370,TanjilG_25720","MANES_02G183800,MANES_11G008100","MTR_1g097850,MTR_3g013430,MTR_6g039820,MTR_8g041330","GSMUA_Achr10G28250_001,GSMUA_Achr7G08820_001",A4A49_16895,OBART05G20080,OB01G15260,ORGLA01G0049900,,BGIOSGA002898,,,,OPUNC01G05210,,,"PHAVU_004G089000g,PHAVU_005G017000g,PHAVU_007G083800g,PHAVU_011G197100g",Pp3c25_8670,"POPTR_001G032000v3,POPTR_002G063700v3,POPTR_003G193000v3,POPTR_005G197500v3","PRUPE_2G044500,PRUPE_8G041800","SELMODRAFT_103062,SELMODRAFT_136490",SETIT_001306mg,,"PGSC0003DMG400021130,PGSC0003DMG400025081",SORBI_3003G040700,"TCM_035745,TCM_044748","Tp57577_TGAC_v2_gene17046,Tp57577_TGAC_v2_gene19705,Tp57577_TGAC_v2_gene7057","TraesCS3A02G115900,TraesCS3B02G135000,TraesCS3D02G117800","TRIDC3AG014350,TRIDC3BG018850","TRIUR3_08817,TRIUR3_11174","LR48_Vigan02g199300,LR48_Vigan05g076300,LR48_Vigan10g146400,LR48_Vigan528s000600","vigra.VC1973A.gnm6.ann1.Vradi0247s00030,vigra.VC1973A.gnm6.ann1.Vradi06g08960,vigra.VC1973A.gnm6.ann1.Vradi08g17690","VIT_13s0084g00150,VIT_18s0157g00190",Zm00001d008827
 Q9LG86,OS01G0190300,AET3Gv20237600,AMTR_s00056p00143320,,,,,BRADI_2g05650v3,,,,,,,,,,,,,,,HORVU3Hr1G019750,LPERR01G05440,,,,"GSMUA_Achr3G16300_001,GSMUA_AchrUn_randomG03520_001",,OBART01G05770,OB01G15690,ORGLA01G0054300,OGLUM01G06320,BGIOSGA002927,,OMERI01G06020,ONIVA01G06620,OPUNC01G05610,ORUFI01G06310,,,,,,,SETIT_002618mg,,,SORBI_3003G035700,,,"TraesCS3A02G108400,TraesCS3B02G127400,TraesCS3D02G110200","TRIDC3AG013310,TRIDC3BG017790",TRIUR3_31949,,,,Zm00001d039513
 Q9FU17,OS01G0192900,AET3Gv20234700,AMTR_s00036p00235090,g10199,fgenesh2_kg.7__1625__AT4G26200.1,AT4G26200,BVRB_004720,BRADI_2g05790v3,"GSBRNA2T00011603001,GSBRNA2T00075298001,GSBRNA2T00149583001,GSBRNA2T00154577001,GSBRNA2T00157477001","Bo1g043020,Bo7g110760","Bra019117,Bra026456",,,CCACVL1_20600,Csa_1G580750,,DCAR_028614,,,"GLYMA_01G003900,GLYMA_05G223000,GLYMA_07G128000,GLYMA_08G030100","B456_001G010700,B456_009G030500","HannXRQ_Chr04g0110221,HannXRQ_Chr06g0178631,HannXRQ_Chr10g0319091",HORVU3Hr1G019430,LPERR01G05650,"TanjilG_05671,TanjilG_11340,TanjilG_18266,TanjilG_30261","MANES_03G030800,MANES_16G104400","MTR_6g091760,MTR_8g101750,MTR_8g101820","GSMUA_Achr10G27570_001,GSMUA_Achr4G30870_001",A4A49_01583,OBART01G05940,OB01G15900,ORGLA01G0056400,OGLUM01G06500,BGIOSGA002212,KN538755.1_FG002,,ONIVA01G06880,OPUNC01G05760,ORUFI01G06510,,"PHAVU_002G305000g,PHAVU_004G172300g",,"POPTR_006G149600v3,POPTR_018G067000v3","PRUPE_7G213800,PRUPE_7G213900",,SETIT_001369mg,"Solyc07g026900.1,Solyc12g008740.1","PGSC0003DMG400000284,PGSC0003DMG400017039",SORBI_3003G033900,TCM_037704,"Tp57577_TGAC_v2_gene22816,Tp57577_TGAC_v2_gene25484","TraesCS3A02G106600,TraesCS3B02G125200,TraesCS3D02G108700","TRIDC3AG013130,TRIDC3BG017580",TRIUR3_32631,"LR48_Vigan10g003800,LR48_Vigan11g090800","vigra.VC1973A.gnm6.ann1.Vradi01g03220,vigra.VC1973A.gnm6.ann1.Vradi07g28940",VIT_11s0016g02560,Zm00001d039487
 Q9FDY4,OS01G0194300,"AET3Gv20232400,AET3Gv20232700",AMTR_s00036p00114630,g32104,,AT1G64280,BVRB_8g199180,BRADI_2g05870v3,"GSBRNA2T00094211001,GSBRNA2T00149593001,GSBRNA2T00157495001","Bo1g041900,Bo8g051200",Bra013950,,,CCACVL1_20653,,,,Dr01446,,GLYMA_09G064700,B456_004G284300,HannXRQ_Chr12g0354641,HORVU3Hr1G019230,LPERR01G05730,,MANES_16G100600,MTR_2g039880,"GSMUA_Achr2G16670_001,GSMUA_Achr6G00950_001,GSMUA_Achr7G09190_001",,OBART01G06020,OB01G16000,ORGLA01G0057300,OGLUM01G06590,BGIOSGA002207,KN538748.1_FG011,OMERI01G06210,ONIVA01G06980,OPUNC01G05860,ORUFI01G06610,,,Pp3c19_7560,POPTR_006G148100v3,PRUPE_7G206800,"SELMODRAFT_135647,SELMODRAFT_88313",SETIT_000814mg,Solyc07g040690.3,,SORBI_3003G032000,TCM_037633,,"TraesCS3A02G105400,TraesCS3B02G123800,TraesCS3D02G107500,TraesCS4A02G470500,TraesCS7D02G019000","TRIDC3AG012960,TRIDC3BG017420,TRIDC7AG001960",TRIUR3_27950,,,VIT_11s0016g01990,Zm00001d039469
 Q94IW5,OS01G0197100,AET3Gv20228200,"AMTR_s00002p00244980,AMTR_s00064p00042840","g03086,g06896","Al_scaffold_0180_2,fgenesh1_pm.C_scaffold_3001168,fgenesh2_kg.7__432__AT4G36380.1","AT3G13730,AT4G36380","BVRB_6g129580,BVRB_7g176680",BRADI_2g05980v3,"GSBRNA2T00004099001,GSBRNA2T00023861001,GSBRNA2T00027603001,GSBRNA2T00043864001,GSBRNA2T00064081001,GSBRNA2T00104718001,GSBRNA2T00121476001,GSBRNA2T00131024001","Bo1g005700,Bo1g134950,Bo5g132180,Bo7g117920","Bra011678,Bra017757,Bra021505,Bra027405",,,"CCACVL1_18648,CCACVL1_26104","Csa_3G848830,Csa_6G504590,Csa_7G451390",,"DCAR_016166,DCAR_017319",,,"GLYMA_01G170000,GLYMA_02G051600,GLYMA_07G010700,GLYMA_08G193900,GLYMA_11G073300","B456_003G012100,B456_007G199100,B456_009G140600","HannXRQ_Chr10g0313081,HannXRQ_Chr12g0360611,HannXRQ_Chr16g0530811",HORVU3Hr1G018860,,"TanjilG_22829,TanjilG_30056","MANES_02G099000,MANES_11G027200","MTR_5g021220,MTR_8g016180,MTR_8g076510","GSMUA_Achr10G27520_001,GSMUA_Achr2G16740_001,GSMUA_Achr7G09630_001,GSMUA_Achr9G28740_001","A4A49_23389,A4A49_35956",OBART01G06210,OB01G16190,"ORGLA01G0058700,ORGLA08G0200200",OGLUM01G06780,BGIOSGA002945,KN538748.1_FG007,,ONIVA01G07210,OPUNC01G05980,ORUFI01G06750,,"PHAVU_002G167400g,PHAVU_003G258400g,PHAVU_010G139600g",,"POPTR_001G200100v3,POPTR_003G035900v3,POPTR_003G038200v3,POPTR_007G018400v3","PRUPE_3G050900,PRUPE_7G162900","SELMODRAFT_157387,SELMODRAFT_182839",SETIT_0011302mg,"Solyc02g084740.3,Solyc03g121510.3",PGSC0003DMG400003536,SORBI_3003G030600,"TCM_000287,TCM_029010","Tp57577_TGAC_v2_gene2358,Tp57577_TGAC_v2_gene2364,Tp57577_TGAC_v2_gene33361,Tp57577_TGAC_v2_gene7931","TraesCS3A02G103800,TraesCS3B02G121200,TraesCS3D02G106100","TRIDC3AG012660,TRIDC3BG017010",TRIUR3_13252,"LR48_Vigan01g181200,LR48_Vigan06g050300,LR48_Vigan1082s000600",vigra.VC1973A.gnm6.ann1.Vradi09g01930,"VIT_04s0023g02650,VIT_09s0002g02080",Zm00001d039453
 Q40704,OS01G0201700,AET3Gv20300900,AMTR_s00021p00254030,"g15380,g16509,g17370","fgenesh1_pm.C_scaffold_4002019,fgenesh2_kg.5__2325__AT3G58780.1,scaffold_702516.1","AT2G42830,AT3G58780,AT4G18960",BVRB_8g188310,BRADI_2g06330v3,"GSBRNA2T00001530001,GSBRNA2T00071148001,GSBRNA2T00092647001,GSBRNA2T00098954001,GSBRNA2T00105875001,GSBRNA2T00106627001,GSBRNA2T00107731001,GSBRNA2T00110351001,GSBRNA2T00131396001,GSBRNA2T00132708001,GSBRNA2T00149118001,GSBRNA2T00155673001","Bo1g020110,Bo3g157480,Bo4g108190,Bo6g076090,Bo8g092930","Bra003356,Bra004716,Bra007419,Bra012564,Bra013364,Bra014552",,,,"Csa_1G467100,Csa_6G177190",,,"Dr04255,Dr09353",,"GLYMA_02G287700,GLYMA_05G163200,GLYMA_08G120600,GLYMA_08G310100,GLYMA_13G223300,GLYMA_15G088600,GLYMA_18G105800","B456_011G035500,B456_012G042600,B456_N017200","HannXRQ_Chr01g0007431,HannXRQ_Chr05g0147261,HannXRQ_Chr16g0519321",HORVU3Hr1G026650,LPERR01G06160,"TanjilG_05280,TanjilG_19040,TanjilG_29632","MANES_01G128500,MANES_02G085500,MANES_15G115500,MANES_17G062000","MTR_2g017865,MTR_3g452380,MTR_8g087860","GSMUA_Achr10G14160_001,GSMUA_Achr10G21480_001,GSMUA_Achr5G06590_001,GSMUA_Achr6G14760_001",A4A49_22632,OBART01G06520,OB01G16550,ORGLA01G0061900,OGLUM01G07510,BGIOSGA002179,,OMERI01G06630,ONIVA01G08650,OPUNC01G06300,ORUFI01G07080,,"PHAVU_002G243200g,PHAVU_006G034300g,PHAVU_006G169600g",,"POPTR_004G064300v3,POPTR_011G075800v3","PRUPE_3G170600,PRUPE_4G070500",,SETIT_003375mg,"Solyc02g071730.3,Solyc07g055920.3","PGSC0003DMG400017295,PGSC0003DMG400028442",SORBI_3003G027000,"TCM_001841,TCM_029596",Tp57577_TGAC_v2_gene6763,"TraesCS3A02G314300,TraesCS3B02G157500,TraesCS3D02G140200","TRIDC3AG017280,TRIDC3BG022340",TRIUR3_34584,"LR48_Vigan01g039300,LR48_Vigan07g018500,LR48_Vigan09g089000","vigra.VC1973A.gnm6.ann1.Vradi07g19770,vigra.VC1973A.gnm6.ann1.Vradi10g02120,vigra.VC1973A.gnm6.ann1.Vradi10g09690","VIT_10s0003g02070,VIT_12s0142g00360","Zm00001d008882,Zm00001d039434"
 Q0JPT4,OS01G0203000,AET3Gv20298900,AMTR_s00170p00061300,,,,BVRB_8g201060,BRADI_2g06400v3,,,,,,,,,,,,,,,HORVU3Hr1G026420,LPERR01G06210,,,,,,OBART01G06590,OB01G16610,,OGLUM01G07580,BGIOSGA002172,KN538747.1_FG036,OMERI01G06700,,OPUNC01G06370,ORUFI01G07130,,,,,,,SETIT_000892mg,,,SORBI_3003G026300,,,"TraesCS3A02G139000,TraesCS3B02G156600,TraesCS3D02G139300","TRIDC3AG017440,TRIDC3BG022230",,,,,Zm00001d039439
 Q0JPS3,OS01G0205700,AET3Gv20295400,AMTR_s00170p00028260,"g02284,g15354,g25751","fgenesh2_kg.1__610__AT1G06390.1,scaffold_401613.1,scaffold_702548.1","AT1G06390,AT2G30980,AT4G18710","BVRB_8g181040,BVRB_9g209060",BRADI_2g06490v3,"GSBRNA2T00007602001,GSBRNA2T00007950001,GSBRNA2T00036381001,GSBRNA2T00043863001,GSBRNA2T00048587001,GSBRNA2T00055928001,GSBRNA2T00056795001,GSBRNA2T00089574001,GSBRNA2T00105053001,GSBRNA2T00107771001,GSBRNA2T00131365001","Bo1g019860,Bo3g157270,Bo4g053770,Bo4g173750,Bo7g106220","Bra012581,Bra013341,Bra018285,Bra020994,Bra021685",CHLRE_12g511850v5,,"CCACVL1_11122,CCACVL1_15846","Csa_6G157100,Csa_6G519650",,"DCAR_002035,DCAR_007939","Dr01306,Dr06387",Gasu_12710,GLYMA_13G224300,"B456_006G089300,B456_006G089400,B456_010G241600","HannXRQ_Chr04g0115771,HannXRQ_Chr11g0341851,HannXRQ_Chr12g0357811,HannXRQ_Chr15g0480751",HORVU3Hr1G026020,LPERR01G06340,"TanjilG_02986,TanjilG_06550,TanjilG_11420,TanjilG_21635,TanjilG_24244,TanjilG_31851","MANES_02G088500,MANES_17G057800","MTR_2g016490,MTR_2g083940","GSMUA_Achr3G15420_001,GSMUA_Achr3G31520_001,GSMUA_Achr4G02690_001,GSMUA_Achr4G15220_001,GSMUA_Achr7G25200_001,GSMUA_Achr8G27330_001,GSMUA_Achr9G06360_001","A4A49_18005,A4A49_59632,A4A49_63060",OBART01G45990,OB01G16760,,OGLUM01G07740,BGIOSGA002161,KN539836.1_FG004,OMERI01G06780,ONIVA01G08930,OPUNC01G06540,ORUFI01G07330,OSTLU_49296,"PHAVU_002G239600g,PHAVU_005G094100g,PHAVU_009G089900g,PHAVU_011G128000g","Pp3c12_11200,Pp3c13_8870,Pp3c26_3170,Pp3c26_3360,Pp3c3_11010,Pp3c4_23360,Pp3c4_23480","POPTR_004G059000v3,POPTR_011G068600v3","PRUPE_3G115200,PRUPE_4G064700","SELMODRAFT_159063,SELMODRAFT_163279,SELMODRAFT_186226,SELMODRAFT_451471",SETIT_001682mg,"Solyc02g072300.3,Solyc03g006070.3,Solyc06g082640.3,Solyc07g055200.3,Solyc10g037910.2","PGSC0003DMG400020436,PGSC0003DMG400026744,PGSC0003DMG400028428",SORBI_3003G024800,"TCM_001738,TCM_029670","Tp57577_TGAC_v2_gene19980,Tp57577_TGAC_v2_gene30038","TraesCS3A02G136500,TraesCS3D02G137200","TRIDC3AG017730,TRIDC3BG021860",TRIUR3_28457,"LR48_Vigan01g045600,LR48_Vigan04g222800,LR48_Vigan05g140600,LR48_Vigan08g089100,LR48_Vigan09g232500","vigra.VC1973A.gnm6.ann1.Vradi0023s00370,vigra.VC1973A.gnm6.ann1.Vradi0161s00420,vigra.VC1973A.gnm6.ann1.Vradi02g09620,vigra.VC1973A.gnm6.ann1.Vradi05g10430,vigra.VC1973A.gnm6.ann1.Vradi10g09990","VIT_10s0003g01480,VIT_12s0028g01810","Zm00001d008893,Zm00001d039407"
 Q8LRJ3,OS01G0207300,"AET2Gv20070000,AET3Gv20448900,AET6Gv20643500",,,,,,"BRADI_2g12150v3,BRADI_2g12160v3","GSBRNA2T00064719001,GSBRNA2T00132973001",Bo4g005720,Bra041036,CHLRE_06g250200v5,,,,,,,Gasu_62290,,,,"HORVU6Hr1G063490,HORVU6Hr1G063540,HORVU6Hr1G063560,HORVU6Hr1G063570",LPERR01G12330,,,,,,,OB01G23310,ORGLA11G0023200,OGLUM01G07830,,,,ONIVA01G09020,OPUNC01G13300,,"OSTLU_27381,OSTLU_47517",,"Pp3c19_3060,Pp3c22_12780,Pp3c22_12800,Pp3c22_12850",,,,SETIT_001467mg,,,SORBI_3003G151600,,,"TraesCS2D02G042300,TraesCS3A02G195300,TraesCS3B02G228500,TraesCS3D02G198600,TraesCS6A02G247900,TraesCS6A02G248000,TraesCS6B02G276700,TraesCS6B02G276800,TraesCS6D02G230000,TraesCS6D02G230100","TRIDC3AG028000,TRIDC3BG033520,TRIDC6AG038200,TRIDC6AG038210,TRIDC6BG045180,TRIDC6BG045190","TRIUR3_22199,TRIUR3_27001,TRIUR3_32466",,,,"Zm00001d009146,Zm00001d040697"
 Q5QNB8,OS01G0209200,,,g17340,,,"BVRB_8g180840,BVRB_9g210330",,,,,,,"CCACVL1_04029,CCACVL1_15811",Csa_7G048090,,"DCAR_021021,DCAR_021289",,Gasu_59170,"GLYMA_05G158100,GLYMA_08G115800,GLYMA_12G210400,GLYMA_12G229200,GLYMA_13G270600,GLYMA_13G290900",B456_009G162800,HannXRQ_Chr08g0217491,,LPERR01G06560,"TanjilG_16481,TanjilG_17800,TanjilG_19675,TanjilG_20354,TanjilG_24233,TanjilG_29826,TanjilG_31843","MANES_01G133100,MANES_02G091000,MANES_15G093600","MTR_2g015980,MTR_2g076960,MTR_2g091225,MTR_8g086270",GSMUA_Achr4G15130_001,"A4A49_18390,A4A49_22012,A4A49_59932",OBART01G06940,OB01G16930,,OGLUM01G07920,BGIOSGA002981,KN539673.1_FG006,OMERI01G06950,ONIVA05G24450,OPUNC01G06680,ORUFI01G07510,"OSTLU_27977,OSTLU_6675","PHAVU_002G238300g,PHAVU_005G0666001g,PHAVU_005G095500g",,,"PRUPE_3G121100,PRUPE_4G061000",,,"Solyc07g053260.3,Solyc12g010860.2","PGSC0003DMG400007807,PGSC0003DMG400020425",,"TCM_001703,TCM_029703","Tp57577_TGAC_v2_gene11545,Tp57577_TGAC_v2_gene11743,Tp57577_TGAC_v2_gene19384,Tp57577_TGAC_v2_gene24375",,,,"LR48_Vigan01g047500,LR48_Vigan05g138700,LR48_Vigan05g159200","vigra.VC1973A.gnm6.ann1.Vradi0023s00830,vigra.VC1973A.gnm6.ann1.Vradi0161s00340,vigra.VC1973A.gnm6.ann1.Vradi05g23070","VIT_10s0003g01240,VIT_19s0014g01420",
 Q5NAZ7,OS01G0221100,AET3Gv20328800,,,,,,BRADI_2g07227v3,,,,,,,,,,,,,,,HORVU3Hr1G029670,LPERR01G07160,,,,,,,OB01G17720,ORGLA01G0067000,OGLUM01G08700,BGIOSGA002109,KN538689.1_FG022,OMERI01G07530,ONIVA01G09800,OPUNC01G07310,ORUFI01G08270,,,Pp3c10_20960,,,,"SETIT_000531mg,SETIT_003893mg,SETIT_004032mg",,,"SORBI_3003G015000,SORBI_3003G015100",,,"TraesCS3A02G145300,TraesCS3B02G172400","TRIDC3AG019330,TRIDC3BG024600",,,,,"Zm00001d008957,Zm00001d039345,Zm00001d039346"
 Q9AWZ8,OS01G0225400,AET3Gv20340400,,,,,,BRADI_2g07470v3,,,,,,,,,,"Dr05126,Dr05127",,,,,HORVU3Hr1G030620,LPERR01G07450,,,"MTR_4g037305,MTR_4g037315",GSMUA_Achr10G14700_001,,,OB01G18110,ORGLA01G0070500,OGLUM01G09020,BGIOSGA002092,KN538689.1_FG047,,ONIVA01G10140,OPUNC01G07700,ORUFI01G08650,,,,,,,SETIT_002048mg,,PGSC0003DMG400018716,SORBI_3003G011800,,,"TraesCS3A02G150600,TraesCS3B02G177600,TraesCS3D02G158500","TRIDC3AG020240,TRIDC3BG030480",TRIUR3_12973,,,,Zm00001d008976
 Q9AWZ7,OS01G0225500,,"AMTR_s00061p00198380,AMTR_s00061p00199330","g05456,g09721","fgenesh2_kg.5__2630__AT3G61530.1,scaffold_403565.1","AT2G46110,AT3G61530",BVRB_1g004000,,"GSBRNA2T00004716001,GSBRNA2T00011685001,GSBRNA2T00025537001,GSBRNA2T00155426001","Bo6g077770,Bo8g096050","Bra003453,Bra007612",CHLRE_12g508550v5,CHC_T00001868001,CCACVL1_21798,Csa_7G338120,,DCAR_025214,"Dr05126,Dr05127,Dr05129",Gasu_13400,"GLYMA_07G064600,GLYMA_09G254700,GLYMA_18G238300","B456_004G041700,B456_004G160400",HannXRQ_Chr17g0562171,,LPERR01G07460,TanjilG_28843,MANES_05G029300,"MTR_4g037245,MTR_4g037305,MTR_8g028555",GSMUA_Achr10G14700_001,,OBART01G07860,OB01G18120,ORGLA01G0070600,OGLUM01G09030,BGIOSGA002091,KN538689.1_FG055,OMERI01G07860,ONIVA01G10150,OPUNC01G07710,ORUFI01G08660,OSTLU_119531,PHAVU_010G104900g,Pp3c7_220,POPTR_014G090500v3,PRUPE_2G177600,"SELMODRAFT_104329,SELMODRAFT_173629,SELMODRAFT_180289,SELMODRAFT_66137,SELMODRAFT_81343",,Solyc09g007130.3,PGSC0003DMG400002011,"SORBI_3003G011600,SORBI_3003G011700",TCM_005259,"Tp57577_TGAC_v2_gene28287,Tp57577_TGAC_v2_gene37181",,,,LR48_Vigan11g028300,vigra.VC1973A.gnm6.ann1.Vradi09g03940,VIT_15s0046g02170,
 Q9SSX0,OS01G0229400,AET3Gv20348900,AMTR_s00109p00095870,"g04346,g17586",scaffold_701358.1,AT4G28950,BVRB_8g196830,,"GSBRNA2T00058150001,GSBRNA2T00123126001",Bo1g016970,Bra011072,,CHC_T00000146001,,"Csa_1G696470,Csa_2G003580",,,,Gasu_25940,"GLYMA_07G084200,GLYMA_09G192700,GLYMA_20G072300","B456_009G026200,B456_010G073300","HannXRQ_Chr09g0239361,HannXRQ_Chr10g0318691",HORVU3Hr1G052560,,"TanjilG_05893,TanjilG_30756","MANES_03G023400,MANES_16G113500",MTR_6g087980,"GSMUA_Achr6G26750_001,GSMUA_Achr8G27380_001,GSMUA_Achr9G06320_001",A4A49_07336,OBART01G08150,OB01G18380,ORGLA01G0073600,OGLUM01G09330,BGIOSGA002078,KN538989.1_FG001,OMERI01G08200,ONIVA01G10710,,ORUFI01G08960,OSTLU_41392,PHAVU_004G166000g,,POPTR_018G083400v3,PRUPE_7G226500,,SETIT_023210mg,"Solyc07g020800.3,Solyc12g007210.2","PGSC0003DMG400000304,PGSC0003DMG400008659",SORBI_3009G084100,TCM_047093,Tp57577_TGAC_v2_gene28417,"TraesCS3A02G154600,TraesCS3B02G180900,TraesCS3D02G161900","TRIDC3AG020780,TRIDC3BG031100",TRIUR3_14198,LR48_Vigan10g012700,vigra.VC1973A.gnm6.ann1.Vradi01g03860,VIT_11s0016g03640,Zm00001d037911
